stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,5,16,0,0,0,0,6,47,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.85,0,3.1,0.56,1.97,0,0,0,0,0,0,0,0,0,0.56,0,1.97,9.3,0.28,5.64,0,0.28,0,0,19.73,9.02,0.28,0,8.46,0.28,0,1.41,0,0,0,0,0,0
21Day,2.96,0,0.37,19.61,0,6.66,0,0.37,0,0,0.37,0,0,0,1.48,3.33,0,2.22,14.06,2.96,7.77,0,0,0.74,0,7.77,2.59,0.37,0.37,6.29,0.74,0,1.11,0.74,1.48,1.11,0.37,0,1.85
3Month,0.42,1.25,0.21,17.58,0.21,0,0.1,0.21,0.31,4.47,4.89,0.1,0,14.56,6.14,1.14,7.18,2.08,2.91,5.93,3.74,0.73,0,3.02,1.35,0.83,0.21,1.04,0.21,0.52,0.52,20.8,0.21,0,0,0,1.66,17.99,5.3
22Month,0,1.5,0,4.24,0,0,0.27,0.14,0,1.23,5.88,2.19,0,34.44,2.32,1.5,4.37,0.27,0.41,6.01,3.83,0,0.96,0.82,0,0.14,0.14,0.41,0.41,0.14,0,4.37,0.14,0.14,0,0,0.27,0.14,0.68
