stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,1.41,1.13,0.28,0,0,0,0,1.69,0,0.28,0,0,0
21Day,0.37,0,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.37,0.74,0,0,0,0,0.74,0.37,0,0,0,0,0,7.77,0.37,0,0,0.37,0.74
3Month,0.42,1.46,0.94,11.55,0.1,0,0.21,0.21,2.29,4.47,0,17.79,6.35,0.94,9.26,1.04,4.16,4.78,5.1,0.62,0.21,1.04,3.12,1.77,0.31,0.94,1.25,0,0.62,6.87,757.24,0.62,0,3.22,206.37,3.54
22Month,0,0.14,0,1.09,0,0,0.14,0,0.27,1.23,0.14,7.65,0.14,0,0.96,0,0,0.27,1.09,0,0.41,0.14,0.14,0.14,0,0,0.27,3.28,0.27,0.27,83.77,0.41,0,0,0.82,0.41
