stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,2,38,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,1.41,0,2.82,0.85,1.13,0,0,0,0,0,0,0,0,0,2.25,5.07,0.85,5.92,0,0.28,0,0.28,14.37,15.5,0,0.28,4.79,0.28,0,9.02,0.28,0.56,0,0,0
21Day,2.22,1.11,0.37,12.21,0,4.07,0,1.85,0,0.37,0,0.37,0,1.85,0.74,1.48,5.55,2.96,21.83,0,0,1.85,0.37,7.4,7.77,0.37,0.37,5.92,2.22,0,2.96,2.59,0.37,0,0,2.22
3Month,0,0,0.31,3.64,0,0,0.31,0,0.1,0.73,0,4.58,0.94,0.1,2.6,0.21,0.83,1.25,0.83,0.42,0,0.52,0.21,0.31,0.21,0.1,0.31,0.1,0,1.25,0.1,0,0.1,0.21,1.66,1.56
22Month,0.14,0.27,0.68,2.05,0.14,0,0.14,0,0.68,4.65,1.64,20.91,1.09,0.14,3.96,0.14,0.41,2.87,1.37,0,1.09,0.14,0,0,0.14,0.27,0.27,0.14,0.14,0.27,0.27,0,0,0,0,1.37
