stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,3.1,0.85,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,0,0,0,0.37,0,0,0,0,0,0,0,0,0.37,1.48,0,0,0,0.37,0,0,0,0.37,0,0.37,0,0,0,0.37,0.37,0.37,0,0,0,0,0,0.74
3Month,0,1.14,1.46,19.66,0.31,0.42,0.1,14.67,0.83,0,31.31,1.14,1.14,46.81,0.94,5.51,1.87,10.61,3.02,0.1,12.59,2.29,1.35,0.1,1.25,0.62,0,0,0.42,7.28,0.73,0,0.1,0.83,0.94,3.95
22Month,0.14,0.41,0.27,2.19,0,0.14,0.27,2.6,0.27,0.82,5.06,0.14,0.68,12.16,0,0.27,1.5,0.27,0.14,0.41,1.09,0,0.41,0,0.27,0,0.14,0,0.14,2.32,1.5,0.55,0,0,0,5.06
