stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,3,0,0,0,1,4,56,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.13,0,3.38,0.56,2.82,0,0,0,0,0,0,0,0,0,0,3.1,5.64,0.56,6.76,0,0,0.28,0.85,40.59,22.83,0.28,0.28,5.07,0,0,2.54,0.28,1.13,0.56,0,0,0
21Day,2.22,1.11,0.37,9.25,0,5.55,0,3.33,0,0.37,0,0,0,0,5.18,0,1.11,2.22,2.96,11.47,0.37,0.37,1.11,0.37,12.21,11.84,0,0,1.85,0.37,0.37,1.48,0,0.74,0,0.74,0,0.74
3Month,0,0.62,0.21,8.32,0.21,0,0,0.42,0.62,2.6,0.1,0,7.8,1.46,0.62,3.43,0.21,3.85,2.39,3.64,0.21,0,0.83,1.04,0.42,0,0.42,0.1,0,0.73,3.43,0,0,0,0,1.14,2.81,2.5
22Month,0.14,1.78,0.41,3.01,0,0,0.14,0.14,0.41,3.14,1.37,0,25.42,1.37,0.68,4.24,0.27,0.41,3.01,1.91,0,1.09,0,0,0.14,0.14,0.68,0.14,0.14,0,0.82,0.68,0.41,0,0,0.14,0,1.09
