stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.28,0.56,1.13,0,0,0,0.28,0,1.69,0,0,0,1.69,0.28,0,0.56,0,0.28,0.85,0,0,0
21Day,3.33,0,3.33,0.74,0.37,1.11,0,0,0,0,0,0.37,0,0,0,0,1.85,7.4,9.99,0,0,1.11,11.1,1.11,2.59,0,0,0,2.59,1.11,0,0.37,0.37,0,2.59,0,0,0.74
3Month,0.21,0.31,1.87,5.2,0.1,0,0.42,0.1,0.62,1.56,0,37.86,1.77,0.1,3.33,0.83,1.87,9.26,3.43,0.62,0.31,0.62,158.11,0.42,0.1,0.42,0.1,0,0,0.42,1.56,0.21,0,0,1.14,0.83,0.73,1.35
22Month,0,0.14,0.27,0.55,0,0,0,0,0,0.27,0.27,6.7,0,0,0.41,0,0,1.64,1.64,0,0,0.27,9.84,0.27,0,0.27,0.14,0.14,0,0,0.27,0.27,0,0,0.55,0.14,0,0.14
