stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.38,0.56,0,1.41,0.56,1.41,0,0,0,0,0,0,0,0,0,0,0.85,8.74,1.41,3.95,0,0.85,0.56,410.09,16.35,0,2.54,4.51,0,0,5.07,0.85,0.28,1.13,0,0,0
21Day,2.22,0.37,0.37,8.14,0.37,3.33,0,2.59,0,0,0,0,0,0.37,1.11,1.48,0.74,1.48,1.85,5.55,0,0,0,150.58,4.44,0.74,4.44,2.22,4.44,1.11,5.18,0.37,1.85,0.74,0,0,1.11
3Month,0,0.42,0.1,1.66,0,0,0,0.1,0.94,0.62,0,0,1.35,0.1,0,0.42,0,0.42,0.1,6.45,0.21,0,0.31,3.33,0.62,0.83,0.42,0,0.1,3.02,1.04,0,0,2.6,0.21,0.52,0.42
22Month,0,0.96,0,1.37,0,0,0.14,0,1.23,0.68,0.27,0,4.51,0.14,0.27,0.68,0,0,0.41,2.73,0,0.14,0.27,4.1,0.27,3.83,0.96,0,0.14,5.06,3.42,0.14,0,1.91,0,0,0
