stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0,3.1,0,0.28,0,0,0,0,0,0,0,0,0.28,0.56,0,0.28,0,0,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0.74,2.59,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.83,10.51,1.66,65.01,0.83,0,154.26,1.14,0.21,8.53,16.23,0.1,30.79,18.31,3.12,29.75,5.41,27.77,23.61,23.3,1.87,0.1,4.47,4.58,2.81,0.42,2.91,1.98,0,0.52,4.78,0.1,16.43,0.52,0.31,0.21,8.22,8.74,21.32
22Month,0.68,22.27,1.23,26.78,0.14,0,175.87,2.87,0.41,1.64,38.54,2.73,75.98,24.05,6.15,9.43,1.91,9.98,28.29,43.73,2.46,8.75,7.11,0.55,3.42,0,3.01,10.11,0.68,2.6,1.5,0,1.91,2.6,0.55,0.27,5.06,0,11.34
