stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,9,73,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,16.63,8.46,1.41,0,0,0.28,0,0.28,0,0,0.85,0,6.2,125.42,0.28,1.41,0,0,0.28,0,11.84,4.79,0.56,0.56,0,2.82,0.28,0,0,0.85,0,0,0,0,0.28
21Day,0.37,0.74,1.11,60.68,4.44,2.22,0,0.74,6.29,1.48,0,1.11,5.18,25.16,1.85,7.4,26.64,2.96,6.29,0,0,0.74,0,6.29,4.44,2.59,3.7,0,5.18,3.33,0,0.74,0,0,0.74,0,0,18.13
3Month,0.1,3.02,2.39,99.65,1.66,0,0.21,0.52,169.03,12.9,0.1,16.85,85.29,8.43,11.44,14.98,12.17,17.06,7.8,0.94,0.21,13.21,0.83,1.66,0.31,11.03,4.68,0,1.46,2.6,0.31,8.22,0.31,0,0,1.66,1.77,40.67
22Month,0.14,4.92,8.61,49.47,1.23,0,0.68,0.68,113.28,55.34,8.06,25.28,63.68,27.06,13.12,4.1,8.2,25.69,3.96,0,0.68,11.21,0.14,1.37,0.14,19.81,11.07,0.55,1.09,1.37,0,12.85,0.68,0.27,0,2.05,0,40.04
