stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,11,0,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,1.13,0,1.41,0.56,0.56,0.28,0,0,0,0,0,0,0.28,0,1.97,4.23,0.28,8.74,0,0.85,0,0,44.25,29.88,0,0.28,8.17,0.28,0,2.82,0.28,0.56,0.85,0,0,0
21Day,6.66,1.11,0,9.99,1.48,1.48,1.48,0,0.74,0,0,2.59,0.37,0.74,2.96,0.74,5.18,1.85,11.1,0,0,2.22,0,14.06,16.65,0.37,0.37,7.03,1.11,0.37,1.48,0.37,0.37,0,0,0,1.48
3Month,0.62,0.42,0.31,8.53,0.21,0,0,1.35,0.83,0,0,11.96,0.94,0.73,4.26,0.21,1.56,2.18,3.54,0.31,0,0.52,0.62,0.42,0,0.52,0,0.42,0.62,16.12,0,0,0,0,0.42,3.54,1.66
22Month,0.14,0.41,0.27,1.78,0,0,0,0.55,1.91,0.82,0,31.57,0.96,0.96,4.65,0.27,0.41,3.28,2.19,0,0.14,0.14,0.27,0.14,0,0.27,0.14,0,0,2.46,0.27,0,0,0,0,0,0.14
