stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,13,4,0,161,3,0,0,0,0,0,6,0,0,0,0,6,16,1,147,0,0,0,0,12,126,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,32.98,1.69,0,21.98,15.22,5.36,0,0,0,0,0,0,0,0.56,0,3.1,28.18,0.85,116.4,0,0,6.48,0.28,489.85,65.95,1.13,1.13,0,49.32,0.28,0,10.99,7.33,1.97,0.85,0,0,0
21Day,10.36,0,0,6.66,2.22,1.11,0,0.37,0,0.37,0,1.11,0,0.37,0.74,0.74,3.7,0,34.41,0,0,11.84,0,74.74,8.88,0,0,0,10.73,2.96,0.37,0.74,1.11,1.48,0.37,0,0,0.37
3Month,0.42,0.1,0,7.07,1.25,0,0.1,0.1,0.31,0.1,0,3.64,0.62,0,0.42,0.42,6.87,0.31,4.26,0.21,0.1,0.94,0.31,0.73,0,0.42,0,0,0.1,0.21,6.14,0.21,0,0,0.1,0.83,4.37,0.31
22Month,0,0.14,0.96,2.46,0.27,0,0.14,0,0.14,0.27,0,5.19,0,0,0.27,0.96,1.09,0.82,3.69,0,0.68,1.37,0,0.41,0,0.41,0,0.14,0,0,6.29,0.14,0,0,0,0.14,0,0.14
