stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,104,0.28,0,0.56,0.28,1.41,0,0,0,0,0.28,0,0,0,0,1.13,3.38,0.28,3.66,0,0.56,0,0,17.76,5.92,0,0,2.25,0,0,1.13,3.95,0.28,0,0,0,0
21Day,118.77,0,0.37,17.39,0,12.58,0,0.74,0,0.37,1.48,2.96,0.37,2.59,1.85,2.96,9.25,2.59,20.72,0,0,1.11,0.37,14.8,8.88,0.74,0,9.25,6.29,0,1.85,81.4,214.22,0.74,0.37,0,5.18
3Month,25.59,0.31,0,2.39,0,0,0.1,0.1,0,0.1,0.73,2.08,0.73,0,0.83,0.21,0.62,0.42,1.35,0.1,0,0.21,0.21,0.1,0.1,0,0.1,0,0.31,0.21,0.1,1.98,0.1,0.1,0.1,0.52,0.31
22Month,22.27,0.14,0,1.09,0,0,0,0,0.14,0.14,0.68,3.14,0.41,0.27,0.55,0.14,0.14,1.09,0.27,0.14,0.41,0.14,0,0.27,0,0,0.27,0,0.27,0.27,0,47.42,0.14,0,0,0,0.14
