stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,8,0,62,2,2,0,0,0,1,0,0,0,0,0,7,44,28,73,0,0,0,1,15,773,1,0,0,12,0,0,0,0,0,3,0,0,0
72hpf,6.76,4.23,0,14.66,1.69,5.36,0,0.28,0,0.28,0,0,0,0.56,0,6.48,27.06,3.95,42,0,2.82,0.28,0.28,81.17,242.67,0,0.56,0,27.62,0.56,0.85,8.46,0.56,0,1.41,0,0,0
21Day,4.07,0.74,0,23.31,0,21.46,0,7.03,0,0,0,1.11,0.74,8.14,0.74,1.48,8.14,2.59,14.06,0,0,0.74,0,15.17,51.43,0.37,0.37,0,5.18,1.11,2.22,2.96,2.22,1.11,0.37,0,0,1.85
3Month,0.31,0.62,0.42,12.27,0.1,0,0.21,0.52,0.83,2.29,0,17.58,5.62,1.35,3.85,0.83,1.98,2.6,6.55,0.73,0.21,0.52,1.66,0.94,0.62,0.94,0.52,0,0,0.73,76.76,0.1,0.21,0,0.42,2.5,48.26,4.99
22Month,0,0.27,0.27,3.28,0,0,0.27,0.14,0.55,2.46,1.5,13.94,0.96,0.41,4.92,0.27,0.27,3.28,6.29,0,0.41,0.14,0.14,0.14,0.55,0.55,0.14,5.88,0.14,0.41,17.49,0,0,0,0.27,0.14,0.14,1.64
