stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,0.56,0,0.85,11.84,20.01,1.13,0.85,0,3.95,0,0,0,0,0.56,0.28,0,0,0
21Day,1.85,0,0,2.59,0,1.48,0,0.37,0,0,0,0,0,5.55,0.74,0.37,1.11,0.74,1.85,0,4.07,4.44,17.76,1.85,0,0,5.92,0.37,0,0,0,4.81,0,0,0,22.57
3Month,0.1,0.94,0.1,4.26,0.1,0,0.52,0,0.52,0.52,0,5.72,1.66,1.46,1.66,5.72,1.56,3.85,15.6,1.87,4.68,42.13,5.3,0,0.62,0,0.1,1.04,0.94,0.21,0.1,0,0.31,0.52,0.94,88.73
22Month,0,0.55,0,1.5,0,0,0.14,0.14,0.14,0.82,0.14,7.65,0.55,0,0.41,0.55,0.55,1.5,11.62,0.27,2.46,0.68,2.6,0,0.82,0.14,0,0.41,0,0.41,0.82,0,0,0,0,10.39
