stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,7,0,0,0,0,0,0,0,0,22,0,0,0,0,2,3,14,11,0,0,0,0,8,20,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.28,0,10.43,3.38,1.41,0,0.56,0,0,5.36,0,0.56,0,0,0.85,0,8.46,2.82,2.82,23.96,0,0.28,0.56,0.28,229.71,11.84,0.28,1.13,23.11,0.28,0,0.28,2.54,0,0,3.1,0,0,0
21Day,5.92,0.37,0.74,48.1,2.59,4.44,0,0.74,0,1.85,28.49,0,0,1.11,2.96,8.51,1.48,17.39,7.03,17.39,33.67,0,0.37,9.99,0.37,99.9,4.81,0.74,1.48,55.5,5.18,0,0.74,0.74,0.37,1.85,2.96,0,0,6.66
3Month,0.42,1.66,7.49,126.59,1.25,0,3.02,0.21,0.1,70.21,311.74,0.1,0,16.75,319.23,1.35,7.91,8.22,6.76,30.06,21.01,2.7,0.1,62.72,4.06,39.42,0.21,2.81,1.14,0.52,5.3,0.94,66.36,0.21,0,0,0.1,2.39,9.78,28.29
22Month,0.41,1.64,5.6,25.28,0.27,0,3.28,0.14,0,21.32,395.05,1.5,0,23.78,46.6,1.5,4.92,2.6,1.09,15.71,18.04,0.41,0.68,17.08,0.55,10.8,0,1.78,1.09,0.55,0.41,0,22.41,0.96,0.68,0,0,0,0,8.34
