stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,1.13,0,0.28,0,0.56,0,0,1.13,1.97,0.28,0,1.41,0,0,0.28,0,0,0,0,0
21Day,0.74,0,0,2.59,0.37,0.37,0,1.48,0,0,0,0.74,0,0,1.85,0,0.37,0.37,4.44,0,0,0.37,0,2.96,0.74,0,0,2.59,0,0.37,0,0,0,0,0,0
3Month,4.37,0.73,0.21,7.59,0.31,0,0.42,0,1.25,0.83,0,9.99,0.94,0.21,9.26,1.04,3.33,1.87,6.03,1.25,0.1,1.25,2.7,0.31,0.21,0.62,0.1,0,0.83,3.85,1.14,0,0.52,0.83,2.39,1.56
22Month,0.27,0.96,0.82,3.83,0.41,0,0.27,0.27,0.27,0.68,0.82,23.23,0.27,0.41,8.75,0.27,0.55,0.96,5.6,0,1.78,0.82,0.14,0.68,0.14,0.55,0.41,0,0,6.15,5.74,0.14,0,0,0,1.23
