stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,3.66,1.97,0,0,0,0,0,0,0.85,2.25,4.23,0,0,0
21Day,0,0,0,0.74,0.37,1.11,0,0,0,0,0,0,0,0.74,0,0.37,0.37,0.37,1.11,0,0,0,0,1.85,3.7,0,0,0,1.11,0.37,0.37,1.48,16.65,81.03,0.74,0,0
3Month,0,0.31,0,5.62,0.42,0,0.1,0.42,0.21,0,0,3.12,0.62,0,0.31,0.42,0.21,0.83,0.62,0.31,0,0.83,0,0.1,0,1.66,0,0,0,0.21,19.14,0.1,0,0.1,11.13,9.05,0.42
22Month,0.27,1.64,0.27,4.37,0.14,0,0.14,0.27,1.23,8.75,0,12.98,0.82,0.27,0.82,0.14,0.41,0.41,2.05,0,0.41,0.82,0.14,0.14,0.14,1.64,0.14,32.8,0,0,12.98,0.14,0.82,0.14,1.64,0.14,0.82
