stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,10,0,0,0,1,486,135,0,0,0,0,0,0,0,0,68,0,0,0
72hpf,0.56,1.41,0,1.97,0.28,2.25,0,0,0,0,0,0,0,0,0,0,0.28,5.92,0,3.95,0,0,0.28,0,223.51,36.64,0,0.28,3.38,0,0.56,1.69,6.48,1.69,78.35,0,0,0
21Day,3.7,0.74,0.37,10.73,0,14.06,0,0.74,0,0.37,0,0,1.11,0,2.96,0.37,1.85,6.29,2.96,12.21,0,0,0.37,0,275.27,17.39,0,0.74,1.85,8.14,0.74,5.92,18.87,5.92,48.47,0,0,1.11
3Month,0,0.21,0.21,6.55,0,0,0.31,0.1,0.31,0.42,0,0,14.15,1.35,0,1.25,0.94,1.46,1.25,1.98,0.42,0.1,0.73,0.42,17.37,0.83,0.21,0.1,0,0.62,4.89,7.28,1.77,0,3.85,0.1,0.94,1.04
22Month,0.41,1.09,0,2.46,0,0,0.14,0,0.14,2.87,1.23,0,52.61,0.96,0.14,2.87,0.27,0.96,1.37,3.14,0,2.19,0.27,0,20.09,0.55,0.68,0.41,0.14,0,2.73,8.75,35.12,0,1.09,0,0,1.23
