stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,0,0,0,0,5,0,0,5,0,0,0,0,0,1,1,310,2,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,1.41,0,0,0,0,0,0,0,0,7.89,0,0,0,0.28,0,0,0.56,38.33,0.56,0,0,0,0,1.41,1.13,0,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0,0.37,0,1.11,0,1.11,0,0.37,0,0,13.32,0,0.37,7.4,19.98,0,0,0.74,50.32,0.37,0,0,0,0,3.7,1.11,0,1.11,0,0,1.85,0,0,0,0.37,0,0,0,1.11
3Month,0.62,2.29,1.46,13.31,0.21,0,1.35,0.42,0.1,3.64,188.79,0,32.66,1017.7,1.77,14.25,2.5,6.87,160.5,10.51,1.98,0.1,2.81,2.7,1.25,0.1,0.52,0.73,0,0.62,2.6,4.16,3.64,0.42,0.1,0,4.78,7.18,11.13
22Month,0.14,3.14,0.68,5.06,0.14,0,1.64,0,0,0.82,401.48,1.09,40.86,361.57,4.92,3.28,0.41,0.27,231.35,4.78,0.14,1.37,1.23,0.27,0.41,0.27,0.68,1.09,0.55,0,0.68,0.27,0.82,0.55,1.23,0.14,0,0,5.47
