stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,6,0,0,0,0,4,60,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,1.13,0.56,0,1.97,0.28,3.38,0,0,0,0,0,0,0,0,0.28,0,2.82,3.38,2.25,4.79,0,0.85,0,0.28,15.5,19.17,0,0.56,0,3.95,0.56,0,2.25,0.28,0.85,0,0,0
21Day,3.7,0.37,0.37,5.55,0,9.99,0,4.44,0,0,0,0,0.37,0.37,4.07,0,0.37,3.7,4.81,7.77,0,0,1.85,0,8.51,4.81,0,0.74,0,1.48,0.37,0.37,0.74,0.74,0.37,0,0,1.85
3Month,0.21,1.77,0.73,16.54,0.1,0,0.73,0.1,0.1,0.73,5.82,0.31,22.88,4.68,1.04,3.33,0.94,4.99,13.31,6.24,0.94,0.1,1.87,1.14,0.83,0.31,0.83,1.46,0,0.1,1.46,33.18,0.42,0,0.1,1.66,17.37,6.03
22Month,0,0.82,0.14,4.1,0.14,0,0.27,0.14,0,0.27,7.38,2.19,38.4,2.05,0.82,2.6,0.27,0.82,12.3,3.28,0.14,1.23,0.96,0.27,0.27,0.27,0.27,0.82,0.55,0,0,5.33,0.55,0,0,0.41,0,0.96
