stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.85,0,0,0,0,0,0.28,0,0.85,0,0,0,2.54,0.56,0.28,0.28,0,25.93,0,0,5.07,4.51,12.4,0,0,1.41,1.69,0,0,0,0,0.28,0,0,0
21Day,1.85,0.37,0.74,13.32,7.03,0,1.11,0.37,0,0,0,46.62,0,1.48,2.59,1.11,5.18,3.7,8.51,0,1.11,1.48,0,8.88,5.18,10.36,0.74,0,2.22,3.7,0,0.37,0.74,1.85,0,0,0,1.11
3Month,0.1,0.31,0.73,7.39,0,0,0.1,2.7,1.46,0.1,0,63.14,3.95,0,22.68,0.73,1.14,1.14,2.18,0.94,0,6.87,0.73,0.42,0.1,94.45,0.42,0,0.21,1.25,8.01,0.42,0,0.1,0,0.83,2.39,2.08
22Month,0.14,2.87,1.91,6.83,0,3.01,0,1.5,8.47,4.51,0,1051.52,3.01,0.82,21.45,0.41,1.23,3.69,4.78,0.14,19.13,9.29,0.41,0.82,0.14,87.87,1.78,2.87,0.27,0.68,3.42,0.41,2.73,0,0,0.27,0,2.87
