stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,1,8,0,0,0,0,12,64,1,0,1,0,0,0,0,0,0,0,0
72hpf,1.69,6.48,0,3.66,7.05,2.25,0,0,0,0,0,0,0,0,0,3.1,4.51,0,3.95,0,0,0.28,1.13,23.11,15.5,0.28,1.13,2.25,0.28,0.56,19.17,0.28,0.28,0,0,0.28
21Day,2.96,3.33,0,4.44,4.44,2.96,0,0.74,0,0,0,0,0,0.37,0,1.11,1.85,1.48,2.59,0,0,2.59,0.37,4.81,3.7,0,0.74,1.11,1.11,1.48,4.44,0,0.37,0,0,0.37
3Month,0.21,9.99,1.14,37.65,1.66,0,0.83,0.42,1.25,2.5,0,39.01,2.08,0.21,3.43,5.82,2.39,8.22,7.18,0.94,0.21,5.62,3.64,3.02,0.21,1.25,1.98,0.1,1.04,40.77,0.83,0,0.94,1.56,194.51,0.83
22Month,0,11.89,0.14,14.62,0.14,0,0.41,0.14,0.82,4.51,1.09,31.43,1.37,0.55,3.14,0.82,0.82,5.33,5.06,0.14,0.68,0.82,0.14,1.09,0.27,0.68,0.82,0.14,0,13.12,0.82,0,0.14,0,0.82,1.23
