stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,2,61,0,0,0,1,0,0,0,0,0,0,0
72hpf,4.23,0.28,2.82,1.41,1.41,0,1.13,0,0.28,0,0,0,0,2.54,0,1.41,4.51,0,14.37,0,1.41,0.28,127.4,114.71,0,0.56,0,9.58,0.28,0,7.05,0.56,0.28,0.56,0
21Day,2.96,0,2.22,0.37,1.11,0,1.11,0,0,0,0,0,0,3.33,0,0.74,0.37,0.37,3.7,0,0,0.37,11.1,11.84,0,0.74,0,0.74,0.37,0.37,0.74,0.74,0.37,0,0.37
3Month,0.1,0.21,5.93,0,0,0,0.1,0,0.31,0,0,1.04,0.42,0.21,0.62,0.42,0.21,0.73,0.94,0.21,0,0.42,0.21,0.1,0.52,0,0,0.21,0.1,2.81,0,0.1,0,0,1.87
22Month,0,0.41,1.23,0,0,0.14,0.68,0.14,0.82,0.82,0,8.47,0,0.55,0.68,0.14,0,0.14,0.14,0,0.27,0.14,0.14,0,0.14,0,0.14,0,0,0.27,0,0,0,0,0.41
