stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,2.25,0,1.69,0,0,0,0.28,0,0,0.28,0,0,0,0,0.28,0,14.66,3.1,0.56,5.07,0,0.28,0,0,4.79,3.38,0.28,0,0,1.41,0,0,0,1.13,0,0.28,0,0,0
21Day,2.59,0.37,3.33,10.36,0,2.96,0,1.85,0,1.48,0,0,0,0.37,0,2.59,21.83,0.74,5.55,2.59,8.51,0,0,0.74,0,2.59,2.59,2.22,0.37,0,2.96,1.85,0,0.74,0.74,0,0,0,0,1.85
3Month,1.04,5.3,28.81,131.37,0.21,0,4.06,1.35,0.21,162.89,15.19,0.31,0,64.59,17.47,4.58,629.82,6.35,15.71,26.84,20.28,4.06,0.42,75.1,5.3,3.43,0.42,14.25,1.56,0,0.52,6.14,0.1,16.02,0.62,0.1,0.21,6.14,10.92,33.08
22Month,0.68,13.12,20.63,44.14,0,0,1.37,1.5,0.27,45.91,17.76,7.52,0,134.6,3.28,7.65,526.51,1.5,4.78,20.5,33.07,1.09,5.19,23.64,0,1.23,0.68,10.66,2.19,0.41,0.68,1.09,0,14.48,1.23,0.55,0.27,1.09,0,6.01
