stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,22,10,0,20,0,1,0,0,0,1,0,0,0,0,0,2,2,26,71,0,0,0,11,590,1,0,13,0,0,0,0,0,4,0,0,0
72hpf,3.66,1.41,0,4.23,3.1,2.25,0,0.56,0,0,0,0.56,0,1.41,0,2.25,6.76,3.66,30.16,0,0.56,0.28,152.48,142.62,0,0.56,22.83,0.85,0,8.46,1.13,0.28,1.69,0,0,0
21Day,5.92,2.22,0,19.24,0.37,4.44,0,4.44,0,1.85,0.37,0.37,0,6.29,0,0.37,6.66,5.18,31.82,0,3.33,0,27.01,42.18,0.37,0,17.39,2.96,0,1.48,0,2.96,0,0,0,0.74
3Month,0.1,0.52,0.21,6.03,0,0,0.1,0.21,0.94,3.02,0,1.87,0.42,0.42,1.04,0.1,1.04,4.99,1.87,1.46,0.73,0.1,0,0.21,0.42,0.21,0.21,0.21,1.25,0,0,0,0,0.31,1.25,0.83
22Month,0,0.41,0.27,0.82,0,0,0,0,0.27,1.37,0.14,8.61,0.14,0,0.96,0,0,0.41,0.55,0,0.14,0,0,0,0,0.14,0,0.14,0.96,0.14,0,0,0,0,0,0.41
