stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,6.76,1.69,0,7.05,0.85,2.25,0,0.28,0,0,0,0.28,0,0.56,0.28,5.07,9.58,0.56,26.49,0,0.28,1.69,0.28,155.3,89.91,0.28,1.41,0,18.32,0,0,12.12,0.28,0.56,0.28,0,0
21Day,0.74,0.74,0,3.33,0,6.29,0,2.96,0,0,0,0.37,0,1.11,0.37,0,1.48,0,13.32,0,0,1.11,0,8.14,5.92,1.11,1.11,0,3.33,0.74,0,1.11,0,0,0,0,1.11
3Month,0,0,0,0.21,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22Month,0,3.55,0.41,3.96,0.27,0,0.14,0,0.14,1.37,3.55,31.29,0.27,1.64,3.14,0.41,0.41,1.23,5.6,0.14,1.37,0.55,0,0.96,0.27,0.41,2.32,0.14,0.41,0,1.37,0.27,0.14,0,0.14,0.68,0.41
