stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,16,0,1,0,0,0,0,0,0,0,0,20,41,2,22,0,0,0,2,4,121,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,6.76,0.28,2.54,0,0,0,0,0,0,0,0,14.37,65.67,0,2.54,0,0,0,1.13,31,12.12,0.28,1.13,0,3.95,0.28,0,0,0.56,0,0,1.13,0,0,0
21Day,3.33,0.37,0.37,18.87,0.37,3.7,0,0.74,0,0,1.11,0,0,0.37,24.79,48.47,0.74,6.66,0,0,0.37,0,20.72,12.21,2.59,20.72,0,4.44,2.59,0,2.22,0.74,0.37,1.48,0.37,0,0,0.74
3Month,0.42,0.73,2.29,42.86,0.1,0,0.21,3.54,1.46,0,4.26,2.08,0.1,9.36,50.76,5.93,4.68,4.99,0.42,0,0.94,9.05,25.38,0.1,8.01,15.71,0,0.31,1.35,0.1,73.33,0.21,0,0,0.1,1.25,7.39,0.94
22Month,0.14,0.82,3.14,21.18,0,0,0.27,2.05,1.23,38.26,9.98,0.41,0.27,26.65,11.48,0.55,1.78,3.96,0,0.14,0.27,0.68,6.01,0,5.33,3.42,0.41,0,0.41,0,8.06,0,0,0,0.14,0,0,0.82
