stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,114,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,73.84,3.95,1.97,0,0.28,0,0,0,0,0,0,0,5.07,237.03,0,3.66,0,0.28,0.28,0,41.15,8.17,0.28,0,4.23,0,0,0,2.25,0,0,0.28,0,0,0
21Day,2.59,0,0.37,216.81,1.85,5.92,0,1.48,0.74,0.37,0,1.85,0.37,1.85,0.37,3.33,36.26,0.74,6.29,0,0,0,0,18.87,2.22,0.37,0.37,3.7,5.55,0,0.74,1.11,0.74,1.85,0.37,0,0,4.07
3Month,0.31,1.14,1.46,285.63,0.21,0,1.14,0,9.26,4.68,0,10.82,5.72,0.62,7.7,13.83,33.6,3.64,4.37,1.25,0.21,1.56,0.62,1.35,0.31,2.18,0.21,0.21,3.22,0.21,6.66,0.1,0.21,0,0,21.22,2.81,16.95
22Month,0.14,0.96,0.55,172.59,0.27,0,0.27,0,9.29,3.42,0.41,12.03,1.64,0.27,1.23,2.46,9.98,2.05,2.32,0.14,0.55,0.14,0.14,0.68,0,1.5,1.23,0.27,0,0,4.37,0.27,0.41,0,0,0.82,0,5.74
