stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,1.69,0.28,0,0,0.85,0,0,0.85,0,0,0,0
21Day,0,0.37,0.37,1.11,0,0,0,0,0,0,0,1.48,0,0.37,0,0,0,0,0.74,0,0,0,0,0,0.37,0,0,1.48,0.37,0,2.96,0,0,0.37,0.74
3Month,0,1.14,0.73,11.75,0.31,0.42,0.1,0.1,2.91,3.95,0.1,29.75,7.28,0.42,8.63,0.73,2.6,2.6,2.29,0.83,0.1,1.25,2.39,0.73,0,0.62,0.21,0,2.5,0.1,207.51,0.21,1.98,300.61,3.74
22Month,0,2.6,0,7.24,0,0.14,0,0,1.5,6.97,0.27,24.05,4.1,0.14,4.37,0,0.27,1.64,1.91,0.14,1.23,0.41,0.41,0.14,0,0.14,0.14,0.14,0.27,0,14.07,0.27,0.27,0.55,2.87
