stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,6,6,0,0,0,0,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,1.69,1.41,0.28,1.97,0,0.28,0,0,0,0,0,0,0,0,0,0.28,2.25,0,5.07,0,0.28,0,0.28,23.11,12.4,0.28,0,0,1.41,0,0,2.54,0.28,0.56,1.13,0,0,0
21Day,1.11,0,8.88,0,6.66,0,2.22,0,0,0,0,0,0.74,0.74,0,0.37,0.74,0.74,0.74,6.66,0,0,0.74,0.37,9.25,6.29,0,0.74,0,4.07,0.37,0,0,0,1.48,0,0,0,1.85
3Month,0.1,1.25,5.1,0,0,0.31,0.1,0.21,0.42,3.33,0,0,11.03,1.46,0.83,2.18,0.94,1.77,2.5,2.7,0.31,0,1.14,0.42,0.1,0.1,0.31,0.1,0,0,0.42,6.45,0.1,0,0,0.1,1.56,7.28,2.6
22Month,0,0.55,0.96,0,0,0,0.14,0,0.41,3.28,1.23,0,9.7,1.23,0.96,1.5,0,0.41,2.19,0.82,0,0.14,0,0,0.14,0,0.14,0.27,0.27,0,0.14,2.19,0.27,0,0,0,0,0,0.68
