stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.97,0,1.97,0.56,2.25,0,0,0.56,0,0.28,0,0,0.28,0.56,3.95,0.56,4.23,0,0,0.28,0,460.26,18.32,0,0,0,4.51,0,0,2.82,46.79,35.79,0.28,0,0,0
21Day,2.59,0,0.37,7.4,0.37,5.55,1.11,0.37,0.37,0,0.74,0,2.22,0.74,0.74,4.44,0.74,5.92,0,0.37,0.74,0.37,175.74,9.25,0,0,0,3.7,3.33,0.37,2.22,54.02,115.81,0.74,0,0,1.48
3Month,0,0.21,0,7.7,0.1,0,0,0.94,0.62,0.42,2.91,0.31,0,1.25,0,0.31,1.04,1.14,0.1,0,0,0,6.35,0.62,0.31,0.1,0,0,0.21,4.78,0.73,2.39,0.42,0.42,0.1,4.68,0.62
22Month,0,0.14,0.14,2.19,0,0,0,0.68,1.23,0.68,7.65,0.55,0,1.09,0.14,0,1.91,1.09,0.14,0.41,0.41,0,9.29,0.14,1.78,0.14,0.14,0,0.14,7.24,3.42,48.1,0,0.41,0,0,0.41
