stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.56,1.69,0.56,1.97,0,0,0.28,0.85,1.13,0,0,0,0.85,0,0,0.56,0,0,0,0
21Day,1.11,0.74,0.37,2.96,0,1.11,0,0,0,0,0,0,0,2.22,0.37,0.37,3.33,2.96,4.81,0,0.74,0,2.96,0.74,0,0,0,0.37,0,0,0.37,0.37,0,0,1.85
3Month,0,0.73,0.1,3.74,0,0,0,0,0.1,1.87,0,4.47,2.08,0.31,1.04,0.31,2.91,2.7,3.22,1.46,0.31,0.42,0.21,0.1,0.21,0,0,0.1,0.1,0.94,0.21,0,0.73,1.66,1.14
22Month,0,1.23,0.14,1.64,0.14,0,0.27,0.27,0.68,4.24,2.05,9.43,0.55,0.27,0.82,0,0.55,2.05,3.01,0.41,0.14,0,0.14,0,0,0.14,0.27,0.14,0,0.27,1.09,0,0,0,0.41
