stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,72,4,0,26,2,1,0,1,0,0,1,0,5,0,0,0,0,9,3,8,75,0,0,0,1,19,1317,0,0,8,0,0,0,1,0,0,1,0,0,0
72hpf,23.39,2.25,0,10.15,2.25,10.15,0,0.28,0,0,0,0,0,0,0,1.13,0,10.15,35.79,1.41,32.13,0,2.25,0.56,0.28,658.96,651.07,1.97,2.82,23.11,0,0,0,35.79,5.92,1.97,1.69,0,0,0.28
21Day,11.47,1.48,0.37,23.68,0.74,15.54,0,5.55,0,0.37,0.37,0,0,1.11,1.11,19.61,1.11,4.81,7.77,4.81,21.83,0,0,1.85,0,108.41,89.17,1.48,0,5.92,7.4,0,0,2.96,4.81,2.22,0.74,0,0,17.39
3Month,0.83,2.29,0.94,35.26,0.1,0,0.94,2.81,0.21,4.26,3.54,0,0,31.1,13.63,3.64,9.99,4.26,12.59,6.35,10.61,1.25,0,9.26,3.33,5.3,2.29,3.33,2.6,0.42,1.04,0.1,10.82,0.31,0.1,0,0.21,8.63,1.56,30.37
22Month,0.14,2.46,1.09,16.26,0,0,0.55,1.78,0,3.83,3.83,3.01,0,58.49,4.24,4.78,16.53,2.32,1.64,6.15,5.19,0.41,1.09,4.1,0.82,2.6,0.27,4.24,5.88,0.27,0.55,0,3.69,0.41,1.37,0,0.14,0.96,0,14.07
