stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0,0.56,0.56,0.56,0,0.28,0,0,0,0.28,0,0.28,0,0.85,0.56,0.56,3.38,0,0.85,0,0,24.8,11.27,0.28,0.28,1.41,0,0,1.41,0,0,0,0,0
21Day,2.22,0,2.59,0,1.11,0,1.85,0,0,0,0,0,2.59,0.37,0,0,0,4.44,0,0,0.37,0,2.96,3.33,0,0,2.22,1.11,0.37,0,0.37,0,0,0,0.37
3Month,0.1,0.21,3.33,0.21,0,0.1,0.1,0.21,0.94,0,4.06,0.42,0.52,1.66,0.31,0.94,0.21,1.77,0.1,0,0.21,0.21,0.21,0.1,0.31,0.1,0,0.21,13.73,0.1,0,0.1,0.52,1.35,0.73
22Month,0,0.41,0.55,0,0,0.27,0.14,0,1.09,0.14,5.33,0.27,0.41,0.96,0,0,0.27,0.14,0,0.14,0,0,0,0,0,0,0.14,0,0.55,0,0,0,0,0,0.41
