stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,1.41,0,2.25,0.56,1.41,0,0,0,0,0,0,0,0,0,1.13,2.54,0,3.66,0.28,0.28,0.56,55.24,8.74,0,0,0,4.79,0,0,1.97,43.12,71.03,0,0,0,0
21Day,24.42,6.29,2.96,82.51,2.59,46.99,0,9.99,0.74,6.29,0.37,15.91,3.33,24.79,11.1,4.81,37.37,14.8,101.75,0.37,11.84,0.37,125.8,53.28,1.11,3.7,0,33.67,28.12,1.11,10.73,144.29,715.92,2.96,0.74,0,13.32
3Month,0,0,0.1,0.31,0.1,0,0,0,0,0.31,0,1.25,0.1,0.31,0.52,0,0.21,0.1,0.21,0.1,0,0,0,0,0,0,0,0,0.1,1.98,0,0.21,0.52,0,0,0.52,0.31
22Month,0,0,0,0.68,0,0,0.14,0,0.27,1.09,0.55,4.65,0.14,0,1.23,0,0,0.82,0.68,0.41,0,0,0.14,0,0.14,0,0.27,0,0,0.41,0,4.51,0.27,0,0,0,0
