stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0.28,0,0,0,0,0,0,0,0,3.1,0,0.28,0,0.28,0,0,1.13,0.28,0,0,1.13,0,0,0,0,0,0,0,0
21Day,0.37,0,0,7.03,0,1.11,0.37,0,0,0.74,0,1.48,0.74,2.59,0,0.74,0,0,1.11,0,1.48,0.37,0,0,0.74,0.74,0,1.11,0.74,0,0,0,0.37
3Month,0.1,0.1,0.1,6.66,0,0,0.62,0,0,15.81,0.21,5.82,0.83,4.89,0.42,1.35,0.52,0,0.21,1.04,0.83,0.1,0.1,0.1,0.1,0.42,0.21,0.21,0,0.1,0.1,0.42,0.1
22Month,0,0,0,3.14,0,0,0.68,0.14,1.09,17.9,0,6.56,0,1.78,0.14,1.37,0.14,0.41,0.27,0,0.27,0.14,0.41,0.14,0,0,0,0.55,0,0,0,0,0
