stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,2,0,76,5,0,0,0,0,0,0,1,1,0,0,0,3,1,10,38,0,0,0,2,20,882,0,0,0,4,0,0,0,1,0,0,6,0,0,0
72hpf,12.97,3.95,0,16.07,5.07,6.76,0,0,0,0.56,0,0,0.28,0,0,0.28,6.2,62.85,1.69,34.39,0,3.1,1.13,4.51,918.54,282.41,1.13,3.66,0,28.47,0.28,0,0.28,49.04,55.52,49.32,29.03,0,0,0
21Day,5.92,0.74,1.11,54.76,2.96,11.84,0,5.18,0,1.11,0,0,2.59,1.11,17.02,5.55,4.44,18.13,6.29,30.34,0,0,21.09,2.22,220.14,72.89,1.48,2.22,0,13.69,10.73,0,2.59,11.47,111.37,336.69,21.83,0,0,48.47
3Month,1.77,1.77,1.04,52.42,1.46,0,0.94,0.31,2.91,5.2,0,0,12.9,39.32,2.18,43.48,3.12,6.55,6.14,10.09,1.56,0,65.32,59.6,6.97,0.83,2.6,1.56,0,0.73,3.02,0.1,83.42,2.29,2.5,0.52,2.29,2.39,48.78,172.04
22Month,0.82,2.6,0.55,22.55,0.41,0,0.96,0.14,0.82,3.14,0.82,0,279.04,3.55,0.96,38.4,0.82,1.64,3.69,3.96,0.68,0.96,17.49,1.5,5.6,0.41,1.78,1.09,2.46,0,0.68,0,30.2,3.42,66.14,0.27,1.5,0.14,0.14,72.15
