stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,1,7,58,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,2.25,0.28,0,0.85,0,0.28,0,0.56,3.95,2.54,0.28,0,0,1.13,0,0,0,0,0,0,0
21Day,3.7,1.11,0,6.66,0.74,0.37,0,0.37,0,0,0,1.48,0,0.37,0.37,0.74,2.96,0.74,4.07,0,0.74,1.11,0,2.96,2.22,0,0,0,2.22,0.74,0,0.37,0,0,0,0
3Month,0,0.21,0.31,2.6,0.21,0,0,0,0.94,1.04,0,17.89,0.62,0.1,5.2,0.83,1.04,1.35,1.35,0.21,0,0.52,0.94,0,0,0.42,0.1,0,0,0.94,0.62,0.1,0,0.42,0.21,0.73
22Month,0,1.37,0.82,3.96,0,0,0.14,0,0.96,2.32,1.78,25.01,0.55,0.14,6.56,0.27,0.41,1.37,2.32,0,1.23,1.23,0.14,0.14,0,0.55,0.27,0.14,0,0.14,0.27,0.27,0.27,0.14,0,0.14
