stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0.85,0,0.56,0.28,0,0.28,0,0.28,0,0,0,0.28,0,0,0.56,0,1.97,0,0.28,0,9.3,0.28,0,0,2.25,0.28,0,0,0.85,0,0,0,0.28
21Day,0,0,0,0,0.37,0.37,0,0,0.37,0,0,0,0,0,0,0,0,4.81,0,0.37,0,10.36,0.37,0.37,0,1.11,0,0,0.37,0,0.37,0,0,0.37
3Month,0,0.42,0.1,2.18,0,0,0,0.31,1.87,0,3.43,0.94,0.1,0.73,0.1,0.42,0.62,2.29,0.31,0.21,0.1,0.1,0,0.21,0.1,0,0.21,0.52,0,0,0,0.1,5.3,1.14
22Month,0,0.82,0.41,2.05,0,0,0,0,2.05,0.27,10.52,0.55,0.27,1.09,0,0.14,1.91,1.78,0,0.27,0,0,0,0.27,0.41,0.14,0,0.14,0.27,0,0,0.14,0.27,0.68
