stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,4,0,51,5,0,0,1,0,0,0,0,0,0,1,2,4,342,0,0,0,0,6,117,0,0,0,44,0,0,0,0,0,0,0,0,0
72hpf,94.42,0,0,6.2,10.99,3.95,0,0,0,0,0,0,0,0,0.28,8.17,0.85,179.82,0,0.28,1.69,0.56,20.86,23.68,0,0,0,62.29,0,0,3.38,0,0.28,0.28,0,0,0
21Day,132.09,0,0,4.07,4.07,2.22,0,0.74,0,0,0,0.37,0,0.37,0,1.85,0.37,41.81,0,0,3.33,0,7.77,10.36,0,0,0,6.66,3.7,0.74,0.37,0.74,1.11,0.74,0,0,0.37
3Month,0.42,0.73,0.21,9.99,2.39,0,0.21,0,0.42,0.83,0,3.12,0.62,1.35,0.42,2.08,1.14,15.5,0.31,0,1.14,0.83,0.83,0.73,0.31,0.31,0,0.1,0.42,22.88,0.21,0,0,0.31,19.76,0.83,0.62
22Month,0.41,0.82,0,7.52,1.91,0,0.27,0.55,0,0.14,2.05,6.29,0.27,1.78,0.14,1.64,0.55,5.74,0,0.41,0.82,0,0.14,0.14,0.27,0.14,0.14,0,0.41,8.75,0.14,0,0,0,24.46,0,0.27
