stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0.56,1.41,0.56,0,0.28,0,0,0,0,0,0,0,0,0.28,2.54,0.56,2.82,0,0,0,0,77.51,3.95,0,0,0,1.69,0,0,1.13,0,0.28,0.28,0,0,0
21Day,0.74,0,2.22,0.37,2.96,0,0.37,0,0,0,0,0.37,0,0.74,0,0,1.48,0,1.85,0,0,1.85,0,73.26,3.33,0,0.37,0,1.11,2.59,1.85,0.74,0.37,0.37,0,0,0,0.37
3Month,0,1.77,3.12,0.21,0,0.21,1.77,0.1,0.52,0.42,0,2.18,1.14,0.1,0.94,3.22,1.56,0.31,3.43,0.1,0,0.1,0,25.07,0.21,0.1,0.1,0,0,0.42,33.91,1.25,0,0,0,0.52,1.46,1.04
22Month,0,1.09,1.64,0.14,0,0.14,0.55,0,0,0.41,0.27,3.83,0.14,0,0.55,1.23,0.27,0.55,1.37,0.14,0.14,0.14,0.14,15.99,0.27,1.23,0.27,0.14,0,0,6.29,7.93,0.14,0,0,0.14,0,0.27
