stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,323,186,0,962,9,11,0,12,0,1,12,0,89,0,0,4,0,58,307,921,814,0,1,0,12,422,3989,4,0,0,110,0,0,0,1,0,0,28,0,0,0
72hpf,420.24,86.53,0,414.88,56.93,79.76,0,13.81,0,0.56,21.7,0,0.28,2.25,0,32.98,1.41,158.12,1207.44,112.18,629.08,0,40.59,37.2,13.81,2567.07,1429.82,15.78,34.67,0,583.99,16.91,0,1.13,231.96,23.96,14.09,51.01,0,0,0.28
21Day,448.42,69.93,28.12,1405.21,22.94,200.16,0,150.21,0,11.1,95.46,0.74,0,81.03,55.5,311.53,159.83,67.34,759.58,371.47,1027.08,1.11,1.11,188.32,5.55,842.09,546.84,20.35,38.85,0,451.75,151.32,0,6.29,92.5,43.29,86.21,35.15,4.07,0.37,167.6
3Month,15.19,71.77,40.57,1101.54,5.51,0,16.43,21.53,1.98,203.15,694.31,2.39,0,1229.17,685.16,48.37,655,74.37,501.57,559.4,333.06,86.65,2.29,166.95,70.11,45.14,8.63,59.39,36.51,0,27.25,52.53,2.5,298.32,13,1.66,0,4.26,173.71,103.39,339.62
22Month,8.34,77.75,37.85,260.73,3.28,0,15.71,14.21,0.55,91.28,1161.93,102.21,0,1829.74,337.39,82.54,494.81,14.35,86.09,572.29,226.02,9.7,36.21,76.25,3.96,22.68,3.83,43.59,39.22,7.11,18.45,9.02,0,52.06,26.65,16.81,0,1.64,12.71,0.82,96.47
