stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,3.1,0.56,0.28,0,0,0,0,0,0,0,0.28,0,1.41,19.17,0,0,0,0,0,0,3.95,1.69,0,0,0,0.56,0,0,0.28,0,0,0
21Day,0.37,1.11,47.73,1.48,1.11,0,0.37,0,0.37,0,0.74,0,4.07,6.29,7.77,17.76,8.14,1.85,0,0,0,0,7.77,3.33,2.59,0,0,0.37,1.48,0.37,0.74,0,0,4.07
3Month,0.31,0.73,27.15,0.31,0,0.31,0.1,5.2,4.37,0,7.91,3.02,0.42,20.7,3.12,7.8,4.37,1.25,0.1,0.1,2.7,1.98,3.02,0.1,1.98,0.21,0,0.1,0.83,2.91,0,1.04,1.14,8.74
22Month,1.78,0.55,9.57,0,0,0,0,1.37,2.32,0.68,7.65,1.09,0.41,10.93,0.55,2.32,2.87,1.09,0,0.41,2.46,0.27,0.41,0.14,2.32,0,0.14,0.14,0,1.78,0,0.41,0,2.32
