stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,6,0,17,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,10,37,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,8.46,3.66,0,10.15,1.41,7.61,0,0,0.28,0,0,0,0,1.13,15.78,0.85,16.07,0,0,0.28,0,1016.06,33.82,2.54,1.97,24.52,0.56,0.28,5.07,0.56,0.28,1.13,0,0,0.28
21Day,3.7,1.11,0,10.73,0.37,7.4,1.11,0.37,0,1.11,0.37,1.48,0.37,1.11,4.81,7.77,5.55,0,0,0,0,264.91,9.25,0.74,2.22,4.07,5.55,0.37,0.74,1.11,1.48,1.48,0,0,1.11
3Month,0,0.1,0.21,2.18,0,0,0,0.52,0.62,4.16,1.46,0.1,0.83,0.52,0.73,1.87,0.62,0.1,0,0.42,0.21,6.45,0.31,0.31,0.1,0,0,3.22,0,0.1,0,0.1,0.1,29.44,0.42
22Month,0,1.23,0.14,2.46,0,0,0,1.23,0.96,14.62,0.41,0.41,1.64,0,0,1.09,2.05,0,0.27,0.27,0,6.7,0,1.78,2.6,0,0,3.42,0.55,0.14,0,0.14,0.27,0,0.41
