stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,23.39,0,1.13,0,0,0,0,0,0,0,0,0,0,16.91,0,57.78,0,0.28,0.56,0.28,9.02,2.82,0.28,0.28,54.4,0,0,0.85,0,0.56,1.41,0,0,0
21Day,2.59,0,0.37,18.13,0.37,2.96,0,0,0,0,0,0.37,0,1.48,0.74,1.11,11.47,0.74,96.94,0,0,1.85,0,7.4,2.22,0,0.74,29.6,2.59,0,0.74,0.74,1.48,1.48,0,0,0.74
3Month,0.1,0.52,0.21,17.99,0.1,0,0.1,1.35,0.21,1.56,0,5.62,0.52,0,0.73,1.25,9.78,0.94,44.62,11.55,0,1.04,0.31,0.21,0.1,0.21,0,2.29,0.62,0.83,0.21,0,0,0.1,4.26,0.42,0.52
22Month,0,1.37,0.14,8.34,0.14,0,0,0.27,0.55,1.09,0.82,10.66,0.14,0.55,1.09,1.78,1.09,0.82,31.02,2.32,0,0.82,0,0.27,0,0.27,0.27,0.27,0,0.14,0.14,0,0,0,1.23,0,0.41
