stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,4,13,0,0,0,0,6,124,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,1.13,0,1.13,0,0.28,0,0.28,0,0,0,0,0,0,0,0.28,4.23,0,5.64,0,0.28,0,0,18.6,18.04,0.28,0,3.38,0,0,0,0.56,0.28,0,0.85,0,0,0
21Day,2.59,0,0,5.92,1.11,3.33,0,2.22,0,0.37,0,0,0.37,2.96,0.37,0.37,1.85,0.74,9.62,0,0,1.11,0,11.47,10.36,0,0.74,2.59,1.11,0,0,1.48,0.37,0.74,0,0,0,2.22
3Month,0,0.42,0.31,4.89,0,0,0.1,0.21,0.31,0.83,0,10.82,0.52,0.42,4.06,0.52,1.77,1.14,1.56,0.42,0.1,0.31,0.21,0.21,0.21,0.31,0.21,0,0.62,0.1,6.55,0.21,0,0,0.1,0.42,3.12,2.6
22Month,0.14,0.96,0.55,1.78,0,0,0.14,0.14,0.68,2.73,1.64,25.55,1.23,0.55,3.96,0,0.41,3.01,1.78,0,1.23,0,0.14,0.27,0.14,0.27,0.27,0,0,0,1.23,0.14,0.41,0,0,0.14,0,1.23
