stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0.28,0,0.28,0,0,1.41,1.97,0,0,0,0.85,0,0,0,0.56,0,0,0,0
21Day,0.37,0,0,1.85,0,0.74,0,0,0,0,0,0,0,0.37,0,0.37,0.37,1.11,2.96,0,0,0,0,1.11,2.59,0,0,0,4.44,0,0,0,0.74,0,0,0,0.37
3Month,0.52,4.68,1.35,29.64,0.1,0,1.35,0.94,6.55,6.14,0.1,43.48,4.47,2.39,34.22,3.54,10.09,5.72,7.91,1.04,0.31,2.5,1.98,0.42,0.31,2.18,0.21,0,0.31,1.46,0.1,30.58,0.1,0.1,4.26,2.08,28.29
22Month,0,10.66,1.5,18.86,0,0,0.96,1.09,4.78,7.52,3.83,43.59,3.01,5.88,41.81,1.64,3.01,8.88,9.57,0.27,3.55,3.28,0.14,0.82,0.27,1.64,0.96,0.41,0.14,0.41,0,13.25,0.68,0.27,1.5,0,22.14
