stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,34.95,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0,0,0,3.38,1.69,0,0.28,0,2.25,0,0.28,0.56,0,0,0,0,0
21Day,27.75,0,0,2.96,0,0.74,0,0,0,0,0,0,0.37,0,0.37,0.74,0.37,1.11,1.11,4.07,0,0,1.11,0,1.85,0.37,0.37,0,0,1.11,1.48,0.37,0.74,0.37,0.74,0,0,0
3Month,3.22,0.52,0.52,5.93,0.1,0,0.31,0,1.46,0.73,1.77,0,89.35,3.33,0,4.26,0.83,2.08,1.35,3.02,0.42,0.1,1.14,0.31,0,0.21,0.31,0.21,0,0.1,1.77,10.92,0.31,0,0.31,0.94,8.22,1.25
22Month,1.23,1.37,1.78,4.92,0,0,0.14,0.14,0.27,0.96,6.01,1.91,81.03,1.5,0.41,6.29,0.55,1.91,2.32,5.88,0.14,5.06,0.55,0.41,0.96,0.14,1.23,0.55,0.41,0.14,0.55,3.69,0.41,0,0,0,0,0.82
