stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,85,51,0,245,4,4,0,1,0,1,0,9,0,0,1,1,36,48,29,887,0,0,1,8,204,5146,0,0,34,0,0,0,0,0,0,3,0,0,0
72hpf,151.63,62.57,0,155.58,12.4,68.77,0,1.69,0.28,0.85,0,0.28,1.13,0,1.13,0,68.77,177,11.84,901.07,0,7.33,21.42,14.94,3149.37,984.21,3.1,11.27,377.96,3.38,0,0.28,277.9,2.54,2.54,8.46,0,0,0
21Day,106.93,17.76,9.62,336.69,1.48,40.7,0,8.88,4.44,2.59,0,0,7.03,0.74,13.69,12.58,12.95,41.07,10.73,877.98,0,0.37,84.36,1.85,365.18,170.93,4.07,9.25,105.45,40.33,0,0.74,55.87,4.81,16.28,4.44,4.81,0,8.51
3Month,1.35,10.3,5.3,125.34,0,0,0.83,0.73,8.63,3.54,0.52,0,12.59,3.12,0.62,62.93,24.34,22.05,5.2,56.27,2.91,0,20.91,23.09,1.66,0.83,1.77,2.29,13.52,1.87,0.1,3.74,0.21,0,0,0.1,72.5,4.26,2.39
22Month,0.41,11.62,3.14,45.09,0.41,0,0.82,1.37,3.01,2.05,5.6,0,18.17,1.09,1.37,40.99,4.78,3.69,2.05,15.71,0.27,0.68,11.89,0.96,0.96,0.41,1.23,1.23,9.57,0.41,0,4.1,0.41,0,0,0,5.88,0,0.68
