stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.28,0,1.41,0,1.69,0,0,0,0,0,0,0,0,0,0,0.56,5.92,0.28,1.13,0,0.28,0,0,60.88,98.08,0,0,0,5.07,0,0,9.58,0.85,0,0.56,0,0,0
21Day,0.37,0,0,1.48,0,2.59,0.37,0,0,0.37,0,0,0,0,1.11,1.11,0,1.85,2.96,2.22,0,0,1.11,0,41.81,17.39,0,0,0,1.85,0.74,0,9.99,1.11,2.22,0.37,0,0,0
3Month,0.1,0.52,0.1,4.47,0,0,0,0.21,0.83,0.83,0.1,0,3.22,1.14,0.1,2.29,0.31,1.56,3.43,2.39,0.31,0,0.73,0.21,0.94,2.18,0.31,0.42,0,0,0.21,0.62,47.85,0.21,0.1,4.37,0.31,0.62,0.52
22Month,0,0.55,0.14,1.09,0,0,0.14,0,0.41,1.23,0.96,0,10.93,0.41,0.27,2.73,0.14,0,1.91,1.64,0,0.14,0.27,0,0.68,0.14,0,0,0.14,0.14,0.27,0.55,125.72,5.06,0,0.68,0,0,0.55
