stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,92,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,2.25,0,5.36,4.51,3.38,0,0,0,0,0,0,0,0,0,0,0.28,5.64,0.28,5.36,0,0.28,0,368.66,75.25,0.85,5.36,7.89,0,0,7.89,0.56,0,1.13,0,0,0
21Day,1.11,2.59,0.37,13.69,0,4.81,0,0.37,0,0,0,0.37,0.74,0.74,2.96,0.74,0.37,2.96,0.74,6.66,0,0,1.11,159.09,49.58,0.37,3.7,3.7,4.07,0.37,2.59,0.74,1.48,0.37,0,0,1.48
3Month,0.1,0.62,0.1,6.24,0.52,0,0.1,0.1,0.1,0.83,5.41,0,5.1,1.25,0.21,1.25,0.62,0.94,1.25,2.18,0.21,0.1,0.21,84.77,1.35,3.95,1.46,0.21,0.83,22.68,0.62,0,0,0.42,0.21,25.9,4.68
22Month,0,0.41,0.14,2.19,0.27,0,0.14,0,0,0.41,3.83,1.64,10.52,0.41,0.68,0.82,0,0.14,1.23,1.5,0,0.55,0.41,37.99,0.96,4.51,0.55,0.14,0,2.87,3.83,0.41,0,0.55,0.14,0,3.55
