stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,1.13,1.13,0.85,0,0,0,0,0,0,0,0,0,0.85,1.13,1.69,0.28,0,0.28,0,2.54,59.75,3.38,0.56,1.69,0,1.41,0,0,1.13,0.56,0.85,0,0,0
21Day,1.11,0,0,2.59,0.37,0.74,0,0.37,0,0.37,0,0,0,0.74,0,0.37,0,4.07,0.74,0,0,0,0,20.35,1.11,0,2.59,0,0,0.74,1.11,2.96,0,0.37,0,0,1.48
3Month,0.31,2.08,0.21,20.18,6.66,0,0.83,0.1,0.73,27.25,5.93,8.22,10.3,0.62,3.33,8.01,4.99,133.97,2.18,0.31,0.21,1.14,6.76,9.57,1.87,16.43,3.54,0,0.1,1.25,9.99,1.87,0.21,2.39,1.25,14.87,25.9
22Month,0.14,2.6,0.41,30.2,1.91,0,0.68,0.27,0.41,37.58,190.49,23.37,1.91,0.82,2.05,2.05,1.5,95.11,2.73,0.27,0.41,0.82,0.41,5.74,1.5,15.03,1.64,0.41,0.14,0.55,10.39,13.53,0.41,1.23,0,0,5.88
