stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,723,4,0,8,0,1,0,0,0,0,0,3,0,0,0,0,2,6,6,126,0,1,0,0,8,136,0,0,0,5,0,0,0,0,0,3,0,0,0
72hpf,295.66,0.85,0,3.1,0.56,2.82,0,0,0,0,0,0,0,0,0.28,0,0.56,6.76,1.13,14.66,0,0.28,0,0.28,295.38,13.25,0,0.28,0,6.48,0.28,0,3.95,23.68,24.8,1.69,0,0,0
21Day,397.37,0,0,12.95,1.48,12.95,0,0.74,0,0.37,0,0,1.48,0,2.96,2.22,1.48,7.03,1.85,19.61,0,0,3.33,0,134.31,5.55,0,0,0,4.44,8.88,0,0.74,39.59,142.07,0.37,0,0,1.11
3Month,10.3,4.58,0,4.68,0,0,0,0.21,0.83,1.14,0,0,9.67,1.14,0.31,3.54,0.21,1.56,1.66,3.64,1.14,0,1.56,0.31,1.25,0.21,0.31,0,0,0.21,0.83,1.87,0.42,0.31,0.1,0,0.62,0.52,1.14
22Month,3.69,7.24,0.14,3.28,0,0,0.41,0.27,0.41,3.96,2.87,0,54.52,0.96,1.09,4.37,0,0.82,2.32,5.6,0,1.64,1.5,0.27,1.5,0.14,0.41,0.14,0.14,0,0,1.5,0.68,0.68,0.14,0.14,0.14,0,1.64
