stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,43,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,12.12,2.82,0,7.61,1.13,7.33,0,0,0,0,0.28,0,0.28,0,1.41,20.01,2.82,13.81,0,0.28,1.13,0,1297.06,36.92,0.28,1.13,14.94,0.56,0,9.3,0.56,0,1.97,0,0,0
21Day,9.25,0,0,15.54,0,11.84,0,0.74,0,0.37,0,0,1.85,1.48,1.11,3.33,2.59,14.43,0,0,0.74,0,342.24,13.69,0,2.22,5.18,10.73,0.74,4.44,1.48,1.48,0.37,0,0,1.11
3Month,0.1,0,0.1,3.64,0.1,0,0,0,0.21,0.31,1.66,0.31,0.21,0.94,0.1,0.62,0.21,2.5,0.83,0,0,0.21,2.29,0.1,0.73,0.1,0,0.1,3.12,0,0,0,0,0.1,0.21,0.31
22Month,0,0.14,0.14,1.09,0,0,0.14,0,0,0.68,8.34,0.55,0.14,0.55,0,0.27,0.41,1.64,0.55,0,0,0,1.09,0,0.55,0.14,0.14,0,0.96,0.27,0,0,0,0,0,0
