stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.28,0,2.54,0.85,1.41,0,0,0,0.28,0.28,0,0,0,0,0.28,0.85,3.66,0.56,9.58,0,0,0.28,1.97,451.24,15.5,1.41,3.95,0,8.46,0,0,3.1,2.54,0.28,0.56,0,0
21Day,3.33,0.74,0.74,11.1,1.85,5.92,0,1.11,0,0,0,0,0,0.37,2.22,1.85,0,4.44,0.37,16.65,0,0,1.11,0.37,233.83,10.73,2.59,2.59,0,4.81,5.92,0,5.92,12.95,4.07,1.11,0,0.37
3Month,0,0.21,0,5.2,0,0,0,0.1,0.1,0.62,1.66,0,5.1,0.73,0,0.94,0.21,1.25,0.1,14.77,4.47,0,0.42,0.1,1.25,0.1,4.16,1.14,0,0,0,0.62,0.1,0,0,0,0.42,0.52
22Month,0.14,1.37,0.14,2.19,0,0,0.14,0.14,0,0,1.5,0.27,15.44,0.27,0.14,0.68,0,0.82,1.78,9.7,1.37,0.55,0.41,0,3.42,0.68,4.92,0.68,0.14,0.14,0,0.82,0.27,11.48,0,0,0,0.14
