stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,442,7,0,9,0,0,0,0,0,0,3,0,0,0,0,0,3,5,43,0,0,0,0,11,135,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,318.21,1.97,0,5.36,1.41,2.54,0.28,0,0,0,0,0,0,0.28,0,2.54,11.56,2.25,26.78,0,1.41,0.28,0.28,85.68,66.52,0,1.41,78.92,0,0,9.3,0.56,0,3.38,0,0,0
21Day,277.86,0,0,9.99,0.74,4.81,0.74,0,0.37,0,0,1.48,0.37,4.81,1.11,2.22,3.7,1.48,22.94,0,0,2.22,0,17.39,15.54,0.37,2.22,23.31,3.33,0.37,1.85,1.11,2.59,1.48,0,0,0.37
3Month,2.39,0,0.1,1.25,0,0,0,0.21,0.1,0,0,1.46,0.42,0.31,0.31,0.21,0.42,0.42,0.52,0.31,0,0,0.31,0,0,0.1,0,0.52,0.1,4.06,0,0,0,0,0.21,0.42,0.42
22Month,0.82,0.82,0.27,1.64,0,0,0,0.27,0.96,0.55,0,11.75,0.41,0,2.19,0.14,0.41,0.68,1.23,0.14,0.41,0,0.14,0,0,0.14,0,0,0,1.37,0.14,0.14,0,0,0,0,0.68
