stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,31.29,0.28,0,0,0,0,0,0,0,0,0,0,0.28,1.41,0,0.85,0,0.28,0,3.38,0.28,0.28,0.28,0,0,0,0,0,0
21Day,12.58,0,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0,1.85,0,0,0,2.96,0,0,0.37,0,0,0.37,0,0,0.37
3Month,0.42,0.1,0.1,1.04,0.1,0,0.1,0.31,0.1,1.46,0.52,0.73,0,0.21,0,0.52,0,0.31,0.1,0,0,0.1,0,6.87,0.1,0,0.1,3.43,0.31
22Month,0,0,0.14,0.27,0,0,0,0,0.55,2.32,0.14,0.27,0,0.14,0.14,0,0.27,0.14,0,0.14,0,0,0,0.27,0,0,0,0,0.14
