stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.56,1.69,0,0.56,0,0,0,0,1.13,2.25,0,0,0,0.56,0,0,1.13,0,0,0,0,0,0
21Day,0.37,0.74,2.22,12.58,0.74,1.48,0,1.48,0.37,0.37,0,1.11,0,5.18,2.59,0.74,19.24,4.07,8.14,0,0,0.37,0,2.59,0.37,0,0,0,1.48,0.74,0,1.85,0,0.37,0,0,0,4.07
3Month,0.31,4.47,7.28,81.76,0.21,0,1.87,1.66,42.65,9.67,0.21,73.44,17.16,5.72,143.23,5.3,11.86,42.02,12.69,1.14,0.1,16.85,4.58,2.91,0.21,5.93,0.21,0,0.42,2.91,0.21,47.43,0.1,0,0.31,6.45,32.14,39.94
22Month,0.41,9.84,4.78,32.93,0.14,0,0.96,1.37,18.86,10.39,4.1,81.99,6.83,9.84,125.44,1.64,3.69,33.34,7.38,0.27,3.42,6.15,0.41,1.5,0.82,5.19,0.82,1.09,0.41,0.68,0,26.1,0.41,0.27,0,2.6,0.14,14.21
