stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,9.02,0,0.56,6.2,1.13,0,0,0,0,0,0,0,0.28,0,0,2.82,0.85,38.61,0,1.97,1.97,0,43.97,4.51,0.28,1.41,33.26,0,0,0,0,0.56,0,0,0
21Day,1.48,4.07,0,2.96,8.51,1.85,0,0,0,0,0,0.74,0.37,0.74,1.11,0.37,2.59,1.48,49.95,0,0,2.96,0,40.7,1.85,0,5.18,11.84,2.59,0,0.74,0.37,0.74,2.59,0,0.37
3Month,0.21,1.14,0.1,2.6,2.5,0,0.1,0.1,0.42,0.52,0.94,2.18,0.73,0,0.62,0.21,0.52,0.73,18.93,1.98,0.1,1.14,0.42,0.62,0,0,0.73,2.5,0.21,1.77,0.1,0,0,0.52,2.18,1.25
22Month,0,1.5,0,15.58,1.23,0,0.55,0,0.41,1.91,0.55,7.79,0.41,0.27,0.55,0.14,0.41,0.68,19.4,0.14,0.14,0.14,0,1.23,0.14,0.27,0.14,0.14,0.14,0.55,0.41,0,0,0,0.27,0.27
