stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0.56,0,2.54,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,1.85,0,0.74,0,0,0,0,0,0,0,0,5.18,0,0,1.48,0,0.37,0,0,0,0,0.74,0.74,0,35.15,0,0,0.37,0,0,0,0,0,0,7.4
3Month,0.42,1.56,0.52,13.31,0.31,0,0.42,0.1,1.25,4.06,0,0,16.75,6.24,0.62,8.43,1.25,4.47,2.08,6.87,0.52,0.21,1.14,1.25,1.46,0.1,1.04,86.85,0,0.21,1.56,7.18,0.31,0,0.1,1.56,1.56,14.56
22Month,0,0.68,0.55,3.69,0.14,0,0.41,0,0.82,4.37,2.32,0,37.58,1.23,1.09,4.37,0.55,0.27,2.19,2.6,0.14,1.78,0.41,0.14,0.55,0,0.55,228.34,0.55,0,0.14,8.75,0.27,0.14,0,0.41,0.14,4.1
