stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.33,0.56,0,5.07,18.04,7.33,0,0.28,0,0.28,0,0,0.28,0,1.41,19.45,1.97,9.02,0,0.28,0.28,0.28,569.61,121.19,0.28,1.13,11.84,0.28,0,3.95,0.28,0.28,0.85,0,0
21Day,3.33,1.11,0,8.88,9.99,4.81,0,0.37,0,0.37,0,0,2.59,1.11,1.11,7.03,2.59,9.25,0,0,0.37,0,205.71,42.55,0.37,0,1.11,6.29,0.74,0.74,0.37,1.11,0,0,0.74
3Month,0,0,0,1.56,0.42,0,0.1,0,0,0.1,1.66,0.1,0,0.1,0.1,0.31,0,0.21,0,0,0,0,0.42,0.21,0.21,0,0,0.1,0.94,0,0,0,0,0.1,0.1
22Month,0,0,0.27,0.55,0.27,0,0,0,0.14,0.14,2.6,0,0.14,0.27,0,0.27,0.27,0,0.27,0,0,0,0.14,0,0.41,0.14,0,0,5.6,0,0,0,0,0,0.14
