stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,1,2,75,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.85,0,2.54,4.51,2.82,0,0,0,0,0,0,0,0,0,0,0.28,3.1,0,0.85,0,0,0,0.28,12.12,17.19,0,0,0.56,0,0,0,16.63,0.56,0,0,0
21Day,0,0,0,1.85,2.22,0.37,0,0,0,0,0,0,0.37,0,0.74,0,0.74,0,0.37,0,0,0,0,0,2.59,4.81,0,0,0,0,0,0.37,1.48,0,0,0,0
3Month,0.1,0.94,0.62,34.12,1.87,0,0.1,0.21,0.1,1.14,0.94,0.1,19.04,4.26,0.31,9.47,6.03,3.54,2.6,2.91,0.52,0.1,1.04,1.98,4.47,0.62,1.25,0.31,0,1.25,0.1,17.47,0.62,0.1,1.46,160.19,1.98
22Month,0.14,0.14,0.41,12.03,0.14,0,0.27,0.27,0,0.55,1.64,0.55,9.29,0.55,0.41,4.51,0.96,0.27,3.55,1.91,0.14,0.41,0.27,0.14,2.19,0.82,0.41,0.27,0.27,0.14,0,10.52,0.41,0.14,0,0.41,1.09
