stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,128,2,0,2,0,0,0,0,0,0,1,0,0,0,3,13,4,3,86,0,0,0,3,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,16.35,0,0,1.13,0.28,0,0,0,0,0,0,0,0,0,0.85,6.76,12.4,0,6.76,0,0.28,0,3.66,7.89,3.38,0,0,0,6.48,0,0.28,0,0,0,1.13,0,0,0
21Day,11.47,0,3.7,17.02,1.48,0,0,0,0,0,0,0.74,0,0.74,6.66,0.74,2.22,1.48,2.59,0,0,12.21,0.37,6.66,2.22,0,0,0,6.29,0.37,0.37,0,0,0.74,0.74,0,0,1.11
3Month,0.52,1.46,12.48,36.72,0,1.46,0.31,37.86,3.85,0,0,114.63,5.62,1.46,284.38,7.59,4.68,3.74,7.8,0.73,0.31,87.48,16.23,1.46,0.62,1.25,0.73,0,0.21,4.58,9.36,0.42,0.1,0,0,1.04,8.01,20.18
22Month,0.14,2.19,13.94,24.19,0,4.1,0.55,15.3,5.47,3.28,0,913.64,2.19,1.37,263.6,2.05,1.37,5.06,8.47,0.27,18.04,52.2,1.78,0.55,0,0.68,1.64,4.78,0.14,1.78,12.85,0.41,1.09,0,0,0.41,0,11.21
