stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,5,0,16,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,41,0,0,0,0,20,238,2,0,3,0,0,0,0,0,0,0,0
72hpf,5.36,2.82,0,4.23,1.97,10.15,0,0,0,0,0,0,0,0,0,0.28,0,0.56,8.46,0,27.62,0,0.28,0.85,0.28,192.5,84.27,0.28,0.85,25.37,0.28,0,8.74,0.28,1.97,0,0,0
21Day,5.18,0.74,0,6.29,0.37,8.14,0,0.37,0,0,0.37,0,0,0,0,1.85,0.74,0.74,1.11,0.37,22.94,0,0,1.48,0,36.26,26.27,0,0.37,10.73,2.22,0,1.48,0,0.74,0.37,0,1.11
3Month,0.31,4.78,0,9.57,0.42,0,0.31,0.31,0.1,0.62,0.73,0,0,2.08,1.35,0.73,0.42,0.42,5.1,0.94,13.94,1.46,0,1.77,0.1,2.6,1.14,1.35,0.42,0.62,0.21,10.51,0.31,0,0.31,3.74,1.25,3.02
22Month,0,2.87,0.14,1.64,0,0,0.14,0.14,0,0.14,0.55,0.55,0,5.74,0.68,1.09,0.55,0.27,0.14,1.23,7.52,0.27,0.55,0.68,0,0.82,0.27,0.82,0.68,0.27,0,4.92,0.68,0,0,0.27,0,0.82
